"1","2","3","4"
23.25,0.398,2.384,7.601
20.74,0.345,2.118,6.979
19.93,0.306,1.862,6.325
19.03,0.276,1.638,6.128
17.16,0.251,1.449,6.081
15.55,0.226,1.294,5.371
13.02,0.205,1.155,4.606
11.56,0.193,1.028,4.21
10.91,0.181,0.943,3.921
10.03,0.17,0.88,3.571
9.871,0.192,0.965,3.489
9.504,0.164,0.89,3.191
13.1,0.689,1.279,4.639
28.78,0.997,2.156,6.293
14.77,0.494,1.393,4.401
11.48,0.457,1.215,3.957
10.53,0.57,1.235,3.914
12.1,1.016,2.112,5.271
15.09,0.663,2.675,5.513
15.95,0.432,2.666,5.329
15.35,0.346,2.495,5.085
13.47,0.292,1.87,4.634
11.8,0.253,1.859,4.363
11.83,0.227,1.396,4.116
10.46,0.231,1.24,3.921
10.58,0.215,1.108,3.699
9.156,0.194,0.971,3.365
8.013,0.17,0.843,3.033
7.132,0.154,0.742,2.757
6.796,0.161,0.755,2.684
6.762,0.145,0.692,2.424
6.27,0.134,0.62,2.267
5.979,0.129,0.602,2.174
5.593,0.122,0.578,2.057
5.302,0.116,0.533,1.966
5.477,0.111,0.507,1.886
5.067,0.102,0.476,1.785
4.759,0.096,0.462,1.694
4.556,0.094,0.431,1.636
4.51,0.095,0.43,1.61
4.635,0.105,0.44,1.759
5.247,0.1,0.44,1.755
5.355,0.107,0.479,1.905
5.563,0.096,0.481,1.828
4.857,0.109,0.454,1.676
4.94,0.11,0.442,1.627
4.904,0.109,0.453,1.657
4.971,0.107,0.453,1.745
5.541,0.183,0.494,3.271
15.24,0.355,1.698,6.03
50.88,1.229,4.132,13.92
23.07,0.493,1.872,6.791
12.89,0.336,1.17,5.155
10.73,0.322,0.977,5.088
10.06,0.384,0.872,4.694
44.26,1.356,7.043,8.796
75.1,0.974,8.595,11.41
45.06,0.84,5.187,9.756
32.31,0.566,3.901,8.616
32.2,0.439,3.77,7.997
20.78,0.422,2.193,6.278
21.42,0.381,3.155,5.732
28.22,1.245,7.797,6.454
36.91,1.089,7.068,8.731
22.93,0.545,3.411,6.409
15.22,0.366,2.159,5.148
12.09,0.282,1.614,4.509
10.38,0.238,1.328,4.033
9.269,0.212,1.154,3.662
8.251,0.183,0.978,3.305
7.524,0.165,0.865,3.032
6.851,0.153,0.763,2.731
6.75,0.145,0.713,2.486
6.591,0.146,0.672,2.36
6.283,0.132,0.627,2.22
5.837,0.121,0.586,2.079
5.462,0.116,0.54,1.977
5.014,0.108,0.528,1.864
4.714,0.102,0.493,1.762
4.447,0.099,0.48,1.755
4.59,0.098,0.461,1.709
4.692,0.119,0.493,1.759
8.956,0.138,1.131,2.199
7.414,0.1,0.709,1.922
10.8,0.117,1.201,6.001
18.17,0.119,1.042,4.636
11.34,0.128,0.965,3.464
8.25,0.102,0.716,2.697
18.58,0.17,2.209,5.279
33.26,0.179,2.727,5.29
37,0.942,1.95,10.69
97.62,1.341,6.012,11.72
43.37,0.694,3.413,11.15
22.86,0.317,1.589,7.148
15.25,0.22,1.013,5.768
12.18,0.188,0.808,4.825
10.3,0.176,0.722,6.283
11.41,0.148,0.647,5.357
9.018,0.147,0.598,4.578
8.343,0.134,0.556,3.972
7.569,0.126,0.515,3.536
7.14,0.114,0.483,3.118
6.136,0.103,0.43,2.816
6.041,0.106,0.439,3.512
9.859,0.2,0.755,4.854
16.06,0.143,0.819,4.026
8.254,0.104,0.515,3.034
6.724,0.091,0.427,2.605
5.927,0.08,0.376,2.322
5.288,0.073,0.318,2.096
4.875,0.071,0.324,1.958
4.601,0.069,0.336,1.843
4.369,0.064,0.299,1.755
4.142,0.061,0.28,1.67
3.943,0.06,0.275,1.615
3.683,0.058,0.259,1.515
3.487,0.055,0.248,1.456
3.076,0.055,0.24,1.379
3.014,0.059,0.242,1.33
3.188,0.087,0.285,1.343
3.099,0.063,0.26,1.268
3.2,0.135,0.267,1.343
3.479,0.093,0.304,1.342
3.583,0.105,0.445,1.326
7.787,0.635,1.354,1.456
7.184,0.265,0.841,1.532
43.81,0.843,4.111,5.923
34.56,0.676,2.487,5.063
16.54,0.291,1.13,3.303
9.172,0.21,0.69,2.33
9.232,0.155,0.939,1.959
8.688,0.129,1.013,1.73
6.156,0.236,0.663,1.455
5.251,0.173,0.554,1.44
6.843,0.505,0.706,1.462
18.09,0.783,2.163,1.692
17.26,0.415,2.376,1.484
15.44,0.319,1.72,1.341
7.833,0.198,0.892,1.198
5.709,0.147,0.615,1.108
4.649,0.123,0.502,1.039
4.323,0.105,0.439,0.986
3.855,0.094,0.381,0.941
3.468,0.084,0.344,0.88
3.251,0.079,0.31,0.846
2.82,0.078,0.307,0.844
2.734,0.076,0.299,0.914
2.649,0.076,0.289,0.816
2.552,0.071,0.296,0.797
2.664,0.088,0.278,0.828
2.63,0.075,0.278,0.811
2.792,0.195,0.272,1.073
13.27,0.171,0.738,3.454
12.48,0.129,0.635,2.148
12.74,0.114,0.745,1.979
6.797,0.089,0.431,1.605
4.864,0.085,0.361,1.401
4.068,0.073,0.317,1.287
3.439,0.064,0.287,1.191
3.109,0.057,0.265,1.086
3.665,0.581,0.376,1.084
4.587,0.287,0.484,1.128
6.492,0.265,0.739,1.087
6.273,0.187,0.583,1.101
21.84,0.368,3.022,2.384
14.98,0.241,1.463,2.075
8.886,0.158,1.615,1.526
6.521,0.126,0.894,1.273
4.828,0.104,0.544,1.152
3.986,0.093,0.431,1.059
3.49,0.084,0.369,0.988
3.288,0.079,0.32,0.955
3.15,0.064,0.286,0.92
2.813,0.062,0.273,0.865
2.876,0.066,0.267,1.075
2.97,0.068,0.263,0.991
3.073,0.083,0.265,0.996
10.1,0.11,0.42,1.79
29.98,1.364,1.432,3.661
36.2,3.078,2.399,3.853
75.29,4.012,8.225,8.257
37.68,1.019,3.575,4.574
17.3,0.608,1.629,3.338
11.92,0.394,1.085,2.729
8.969,0.28,0.795,2.371
7.413,0.222,0.634,2.11
6.465,0.199,0.555,1.926
6.336,0.193,0.559,1.909
5.77,0.173,0.508,1.651
5.342,0.151,0.458,1.51
4.519,0.136,0.407,1.4
4.114,0.127,0.382,1.367
3.789,0.115,0.353,1.292
3.525,0.111,0.333,1.226
3.311,0.105,0.326,1.127
3.134,0.102,0.321,1.059
3.05,0.099,0.317,1.037
3.159,0.091,0.307,0.984
2.845,0.083,0.284,0.937
2.722,0.081,0.273,0.928
2.764,0.077,0.26,0.983
2.557,0.07,0.259,0.951
2.44,0.065,0.247,0.873
2.381,0.063,0.236,0.818
2.289,0.06,0.237,0.775
2.298,0.059,0.23,0.745
2.218,0.059,0.215,0.727
2.171,0.059,0.209,0.733
2.128,0.058,0.215,0.711
2.12,0.061,0.213,0.772
2.194,0.07,0.231,0.821
2.535,0.069,0.239,1.224
6.88,0.077,0.375,1.501
67.47,0.611,7.367,30.67
174,1.651,11.42,27.68
40.7,0.482,2.735,12.56
22.45,0.34,1.429,8.994
14.97,0.242,0.952,6.473
75.05,0.878,4.308,13.43
52.42,0.74,4.268,10.96
28.31,0.427,1.926,8.138
18.94,0.317,1.244,6.971
15.32,0.257,1.015,6.049
14.05,0.247,0.975,5.241
11.87,0.242,0.867,4.619
10.09,0.201,0.765,4.121
8.844,0.177,0.689,3.852
10.05,0.18,0.647,5.272
9.615,0.151,0.606,3.973
14.27,1.798,0.7,12.32
51.01,1.186,2.629,15.91
54.14,0.864,3.511,18.27
32.97,0.865,2.165,12.19
58.57,1.214,4.648,20.48
43,0.79,3.286,13.4
105,2.228,8.604,22.39
53.46,0.905,4.057,15.21
29.4,0.628,2.291,11.31
21.75,0.439,1.686,8.841
17.09,0.367,1.366,7.76
24.59,0.958,3.783,11.29
110.3,1.615,10.93,25.33
110.9,1.766,14.32,27.5
100.3,1.74,12.62,32.45
54.36,0.835,5.379,18.17
31.28,0.627,3.208,13.03
72.33,2.095,6.81,24.65
46.27,1.004,4.249,16.84
57.6,0.822,4.413,16.2
66.22,0.931,6.293,20.31
148.9,2.89,22.12,31.21
196.4,5.139,33.67,53.91
159.1,1.583,14.77,40
65.43,1.201,7.037,22.41
52,1.207,6.982,16.57
51.1,1.222,7.249,13.39
34.25,0.849,4.538,10.45
32.83,0.802,4.184,12.68
56.6,0.792,5.98,11.44
29.1,0.567,3.377,8.742
25.99,0.688,3.069,7.935
22.86,0.696,2.741,6.65
29.83,1.367,3.303,7.23
60.94,1.379,6.165,9.04
30.09,0.847,3.313,6.767
23.22,0.938,2.894,6.211
23.57,0.783,3.175,5.889
19.79,0.579,2.561,5.134
26.92,0.85,4.916,5.718
24.05,1.162,3.766,5.035
41.31,2.118,8.85,7.401
91.07,1.469,13.28,15.85
43.92,0.908,5.292,11.5
27,0.665,3.299,8.872
27.95,1.154,4.788,11.39
77.98,1.386,11.9,17.47
65,1.044,7.86,16.06
55.4,1.321,4.951,19.14
48.75,1,4.476,14.95
147,2.793,18.68,28.05
84.63,1.353,8.135,21.42
48.67,0.881,4.924,14.59
32.07,0.699,3.371,11.09
25.45,0.575,2.663,9.088
23.37,0.495,2.312,8.1
21.98,0.457,2.03,7.34
18.14,0.41,1.762,6.292
15.71,0.374,1.578,5.48
14.46,0.345,1.432,4.89
12.77,0.309,1.263,4.329
11.85,0.317,1.249,4.313
13.97,0.321,1.358,4.789
16.13,0.324,1.491,4.633
14.72,0.336,1.418,4.279
26.04,1.37,4.845,7.408
88.29,3.33,10.4,14.18
41.94,0.959,4.381,8.263
24.63,0.557,2.67,6.594
18.9,0.448,2.045,5.719
16.26,0.397,1.742,5.192
14.16,0.343,1.47,4.574
12.56,0.311,1.281,4.165
11.31,0.294,1.149,3.827
10.84,0.364,1.137,3.646
10.31,0.328,1.08,3.52
9.866,0.295,1.012,3.297
9.917,0.306,1.075,3.247
9.204,0.229,0.865,2.889
8.531,0.234,0.896,2.665
8.235,0.225,0.839,2.526
7.729,0.207,0.786,2.38
7.278,0.191,0.732,2.267
6.86,0.182,0.695,2.16
6.935,0.188,0.698,2.102
6.701,0.177,0.675,2.008
6.391,0.15,0.633,1.915
5.974,0.169,0.607,1.831
5.799,0.156,0.582,1.762
6.253,0.189,0.676,2.02
37.67,0.314,2.532,4.196
19.08,0.295,1.467,4.069
12.5,0.242,1.085,3.017
9.527,0.219,0.924,2.591
8.498,0.204,0.85,2.358
8.013,0.198,0.852,2.307
8.365,0.184,0.824,2.68
8.186,0.171,0.757,2.384
7.222,0.155,0.677,2.124
6.548,0.148,0.622,2.002
6.324,0.169,0.67,1.972
6.444,0.182,0.705,1.958
10.82,0.24,1.049,3.406
25.8,0.307,1.727,4.833
13.59,0.236,1.089,3.616
10.36,0.206,0.906,3.135
8.936,0.183,0.789,2.856
8.039,0.171,0.721,2.656
7.661,0.165,0.721,2.571
7.28,0.154,0.687,2.424
7.064,0.149,0.672,2.438
7.553,0.165,0.732,2.76
92.79,2.588,14.29,25
301.3,3.331,26.75,43.18
60.17,0.826,5.16,15.48
46.3,1.035,6.176,13.91
75.98,1.165,7.511,12.01
32.33,0.638,3.447,9.43
70.21,1.125,6.081,21.26
176.1,2.226,20.82,54.39
84.41,2.209,9.863,24.59
251.4,5.462,34.98,39.21
97.88,1.989,11.09,22.81
49.98,1.015,5.522,14.71
33.02,0.736,3.656,10.99
52.08,0.757,6.526,17.16
329.7,6.172,49.5,99.81
171.2,1.916,21.27,44.18
282,2.114,47.37,68.76
145.4,1.321,15.02,38.92
108.2,1.076,10.58,25.07
58.38,0.803,5.796,19.84
144.8,2.14,16.23,30.35
115.9,1.993,11.36,28.31
126.7,1.233,9.734,29.03
108.6,2.05,15.44,21.09
120.7,2.169,14.06,35.68
208.6,2.286,18.58,39.14
108.7,1.244,18.68,29.2
162,1.12,13.81,24.39
54.77,0.765,5.58,14.66
36.91,0.636,3.996,11.16
65.67,2.143,6.056,13.54
45.7,1.005,4.441,9.891
30.26,0.726,3.079,8.666
25.4,0.574,2.426,7.385
21.97,0.58,2.245,6.687
22.79,0.571,2.311,6.231
18.44,0.456,1.879,5.354
16.41,0.428,1.722,5.032
16.07,0.538,1.529,5.181
42.17,1.004,2.889,8.198
24.95,1.086,2.687,5.973
25.23,0.832,3.532,6.268
24.12,0.863,3.124,6.473
71.65,2.083,8.67,13.1
49.4,0.845,5.524,9.988
27.52,1.734,3.241,7.674
21.58,0.79,2.393,6.385
24.27,0.871,3.241,7.292
71.79,1.261,7.62,9.126
37.56,1.327,5.185,7.524
37.93,0.846,3.55,9.018
115.3,0.746,5.31,27.34
87.19,1.064,5.22,25.9
53.13,0.732,3.483,15.67
31.7,0.528,2.314,11.1
24.29,0.442,1.823,8.716
20.02,0.394,1.547,7.224
17.15,0.362,1.367,6.143
15.16,0.339,1.231,5.398
14.02,0.314,1.138,4.92
12.78,0.31,1.063,4.649
13.52,0.304,1.193,4.839
12.66,0.284,1.122,4.271
11.38,0.276,1.033,3.844
10.45,0.251,0.948,3.43
9.363,0.229,0.84,3.059
8.599,0.217,0.76,2.784
8.013,0.206,0.716,2.581
7.537,0.197,0.667,2.451
7.275,0.198,0.646,2.318
7.025,0.193,0.628,2.213
6.592,0.181,0.58,2.082
6.224,0.174,0.549,1.969
6.007,0.171,0.533,1.892
5.86,0.17,0.524,1.834
5.581,0.163,0.495,1.775
5.341,0.16,0.476,1.707
5.331,0.186,0.489,1.702
5.272,0.169,0.474,1.635
4.93,0.161,0.45,1.589
5.039,0.215,0.496,1.921
9.661,0.516,1.335,3.238
8.845,0.368,0.91,2.706
7.496,0.325,0.78,2.381
40.2,2.031,5.279,7.332
20.28,0.629,2.116,4.39
10.44,0.355,1.127,3.084
7.826,0.269,0.819,2.539
6.502,0.224,0.677,2.195
5.853,0.208,0.617,2.229
49.26,3.963,8.412,13.64
256,8.54,41.56,25.23
51.5,1.084,5.558,10.41
50.23,4.669,9.305,9.199
72.83,2.813,13.01,8.967
35.42,0.955,4.514,6.554
32.61,0.989,4.176,8.221
51.78,1.173,3.984,14.47
33.16,0.641,2.628,9.511
38.08,0.467,1.892,8.564
22.86,0.389,1.517,6.724
16.73,0.326,1.248,5.644
14.04,0.324,1.205,5.134
20.61,0.377,1.699,5.948
16.76,0.999,2.083,4.837
15.04,0.637,1.759,4.901
18.54,0.848,1.755,5.36
14.74,0.493,1.381,4.001
11.27,0.333,1.008,3.517
9.762,0.261,0.826,3.168
8.79,0.221,0.723,2.875
8.021,0.199,0.657,2.62
7.545,0.19,0.626,2.444
7.138,0.174,0.594,2.283
6.478,0.155,0.544,2.096
6.014,0.147,0.507,1.944
5.607,0.144,0.468,1.83
5.202,0.121,0.436,1.755
4.796,0.106,0.399,1.646
4.494,0.102,0.384,1.53
4.419,0.098,0.373,1.472
4.046,0.097,0.364,1.422
3.722,0.093,0.355,1.362
3.724,0.113,0.394,1.359
4.22,0.112,0.654,1.546
5.473,0.103,0.592,1.548
4.371,0.09,0.425,1.392
3.797,0.087,0.386,1.359
4.201,0.114,0.493,2.06
4.947,0.162,0.477,1.707
4.725,0.124,0.443,2.061
5.134,0.125,0.443,1.893
4.612,0.17,0.488,1.77
4.238,0.107,0.463,1.513
3.54,0.085,0.378,1.363
3.188,0.091,0.345,1.342
3.407,0.134,0.373,2.224
5.568,0.148,0.584,2.595
8.737,0.141,1.114,3.455
7.444,0.112,0.692,2.288
5.329,0.097,0.504,1.878
4.288,0.084,0.568,1.624
7.05,0.231,2.494,2.351
22.97,0.421,2.306,5.414
14.79,0.225,0.961,3.586
8.743,0.145,0.676,3.161
8.383,0.119,0.555,2.674
6.523,0.111,0.483,2.104
6.034,0.113,0.489,2.08
6.308,0.109,0.46,2.45
7.622,0.119,0.549,3.465
7.577,0.094,0.466,2.638
5.69,0.081,0.38,2.049
4.815,0.078,0.347,1.779
4.277,0.07,0.324,1.584
3.776,0.062,0.297,1.415
3.447,0.057,0.283,1.294
3.229,0.052,0.269,1.195
3.07,0.05,0.24,1.101
3.011,0.055,0.235,1.097
4.132,0.101,0.562,1.299
4.404,0.072,0.476,1.24
3.462,0.085,0.356,1.18
3.961,0.093,0.452,1.282
4.301,0.106,0.469,1.228
4.321,0.088,0.494,1.09
3.608,0.066,0.352,0.999
3.403,0.058,0.377,0.953
2.905,0.052,0.276,0.891
2.731,0.05,0.26,0.852
2.65,0.053,0.259,0.88
3.318,0.17,0.583,1.245
5.742,0.093,0.828,1.492
7.512,0.137,1.779,2.369
11.56,0.113,1.404,2.084
6.325,0.1,0.685,1.48
4.971,0.092,0.52,1.603
8.09,0.122,0.605,2.818
11.8,2.036,1.744,3.634
29.45,3.588,4.282,3.384
11.64,0.675,1.326,2.296
6.999,0.322,0.765,1.853
5.322,0.218,0.569,1.569
4.107,0.169,0.463,1.406
3.465,0.146,0.405,1.276
3.154,0.117,0.356,1.128
2.907,0.104,0.325,1.008
2.827,0.101,0.301,0.947
2.814,0.092,0.285,0.926
2.576,0.09,0.277,0.865
2.535,0.087,0.263,0.864
2.609,0.102,0.257,1.562
5.257,0.094,0.273,1.227
3.374,0.08,0.247,1.034
2.9,0.074,0.228,0.935
2.623,0.074,0.217,0.893
2.531,0.072,0.238,0.849
2.423,0.068,0.243,1.025
2.351,0.067,0.221,1.37
3.601,0.423,0.323,2.593
5.152,0.172,0.399,2.058
3.717,0.147,0.342,1.624
4.611,0.125,0.414,1.585
4.041,0.095,0.317,1.353
3.162,0.079,0.267,1.374
3.158,0.162,0.296,2.49
4.471,0.143,0.344,2.335
4.719,0.174,0.468,2.249
5.069,0.111,0.448,1.979
5.54,0.285,0.492,2.47
17,0.549,1.587,2.963
10.09,0.255,0.778,3.308
72.79,1.668,3.368,20.29
28.83,0.585,1.662,7.95
16.19,0.372,1.578,5.357
12.6,0.966,1.537,5.56
15.09,0.761,1.623,4.724
9.085,0.361,0.833,3.534
7.037,0.239,0.603,2.614
5.876,0.191,0.487,2.228
5.417,0.384,0.481,2.243
11.17,2.436,1.954,2.8
8.385,1.667,1.233,3.256
9.727,0.769,1.135,4.322
112.9,3.153,9.746,15.41
230.2,5.929,13.55,40.6
73.65,1.511,4.7,16.25
29.24,0.771,2.025,9.17
18.9,0.501,1.345,6.484
13.98,0.391,0.982,5.158
11.25,0.317,0.786,4.247
9.477,0.272,0.677,3.643
8.114,0.24,0.594,3.154
7.237,0.215,0.531,2.818
6.583,0.198,0.489,2.53
6.089,0.185,0.457,2.326
5.735,0.174,0.434,2.192
5.423,0.166,0.416,2.245
8.484,0.283,0.554,3.097
7.598,0.266,0.508,2.469
12.44,0.316,1.612,2.685
8.803,0.221,0.765,2.136
6.366,0.186,0.564,1.944
5.962,0.178,0.504,1.892
6.593,0.217,0.647,1.892
22.84,1.657,2.584,3.059
59.72,2.012,5.005,4.547
50.18,1.915,4,4.478
71.59,2.506,6,11.47
98.3,1.879,8,12.94
43.18,0.994,3.5,8.163
23.43,0.572,3,6.085
18.51,0.43,2.473,5.243
16.29,0.686,2.415,5.2
24.07,1.039,4.178,5.869
48.95,2.158,10.68,12.94
29.49,0.781,4.169,10.07
18.84,0.525,2.516,7.194
14.81,0.422,1.845,5.895
12.27,0.338,1.421,4.959
10.6,0.288,1.161,4.374
9.506,0.258,1.008,3.92
8.698,0.234,0.892,3.546
7.937,0.213,0.774,3.195
7.425,0.204,0.716,2.986
7.084,0.194,0.679,2.777
6.701,0.182,0.638,2.566
6.288,0.167,0.589,2.321
5.914,0.159,0.549,2.179
5.838,0.169,0.567,2.185
5.778,0.16,0.556,2.134
5.561,0.156,0.532,2.041
5.453,0.158,0.534,1.976
4.986,0.147,0.515,1.88
4.654,0.139,0.497,1.818
4.945,0.189,0.585,2.892
6.045,0.17,0.609,2.97
5.245,0.158,0.547,2.371
6.329,0.268,0.716,3.308
24.2,1.948,3.466,4.328
41.72,4.882,5.859,11.4
44.89,2.397,8.486,8.526
33.44,1.33,6.348,8.026
26.4,1.133,3.813,8.182
24.41,1.115,3.201,8.162
22.66,0.906,2.486,8.615
23.28,0.772,3.763,11.41
23.04,0.623,3.232,12.01
59.85,0.633,11.05,36.07
45.76,0.647,9.402,19.43
75.18,1.663,15.64,22.45
50.02,0.869,7.252,15.83
26.51,0.547,3.914,11.23
23.24,0.708,4.222,9.652
34.89,0.767,6.306,13.56
23.04,0.584,3.389,9.693
18.78,0.49,2.631,8.107
18.92,0.447,2.657,7.235
23,0.908,4.21,8.775
30.08,1.311,3.582,8.186
23.04,0.63,2.518,6.525
16.87,0.475,1.954,5.746
13.95,0.397,1.589,5.142
12.33,0.358,1.388,4.644
11.43,0.338,1.298,4.252
26.19,3.196,3.262,4.707
159.7,3.459,18.97,11.57
45,1.032,4.998,7.561
135.1,1.8,18,22.36
156.5,3.665,29.8,37.22
214.5,2.662,25.21,48.76
131.2,1.573,10.29,33.15
59.26,0.915,5.362,18.12
37.92,0.704,3.772,12.96
28.87,0.573,2.865,10.06
23.28,0.481,2.309,8.131
19.47,0.434,2.039,6.83
16.74,0.384,1.799,5.881
23.26,0.848,4.316,7.336
25.18,0.583,3.321,6.23
18.23,0.462,2.331,5.424
18.06,0.411,1.938,5.45
15.72,0.799,1.844,5.023
56.18,3.539,7.812,13.88
127.6,2.271,20.17,30.52
181.5,3.153,28.61,34.86
98.01,1.79,12.99,20.41
46.96,1.018,5.964,14.45
81.92,2.421,9.625,17.92
43.27,1.177,5.44,12.33
96.94,2.745,12.98,29.42
110.6,1.559,12.11,24.97
116.6,2.344,21.65,25.91
91.86,1.694,10.8,22.42
159.9,2.299,22.27,43.06
88.54,1.233,14.4,24.05
75.17,0.988,10.15,18.36
55.84,1.408,8.347,16.16
87.61,1.082,10.2,22.22
307.7,7.242,63.47,52.71
131.6,1.608,13.31,32.7
58.21,1.014,6.584,18.39
38.32,0.813,4.41,14.1
32.11,0.819,3.628,11.65
66.09,2.7,9.862,22.32
63.39,1.415,7.629,15.53
80.14,1.149,9.598,24.29
84.07,0.909,7.38,18.6
71.29,0.903,6.943,20.57
110,4.083,16.12,24.03
55.13,1.045,6.04,14.47
33.82,0.72,3.691,10.95
28.75,0.702,3.44,9.809
31.15,0.875,4.22,11.17
27.95,0.669,3.269,9.593
22.11,0.531,2.524,7.794
18.78,0.46,2.095,6.743
16.41,0.42,1.853,6.022
14.98,0.392,1.629,5.441
13.41,0.352,1.405,4.834
12.48,0.34,1.328,4.427
11.56,0.32,1.26,4.072
10.83,0.297,1.166,3.779
10.45,0.283,1.112,3.508
9.705,0.266,1.042,3.253
8.993,0.252,0.963,3.01
9.716,0.25,1.074,3.056
9.647,0.234,0.975,2.952
24.2,0.35,2.51,4.849
39.62,0.384,3.105,5.083
45.41,0.366,2.337,11.81
48.15,0.329,2.2,10.68
97.83,0.963,6.096,13.5
226.1,0.798,9.8,68.92
83.01,0.538,4.641,25.35
47.13,0.417,2.8,15.69
32.76,0.372,2.185,11.45
25.85,0.347,1.858,9.745
31.92,0.311,1.776,11.53
25.15,0.381,1.798,8.252
21.3,0.366,1.753,7.154
19.29,0.312,1.584,6.887
17.07,0.285,1.43,6.008
22.74,0.818,2.935,6.154
25.94,0.601,2.542,6.008
24.23,0.835,2.783,5.836
19.86,0.496,2.137,5.051
15.84,0.392,1.663,4.556
14.73,0.559,1.708,4.394
17.62,0.578,2.273,4.652
22.37,0.993,3.513,4.74
44.56,2.597,8.638,8.473
181.4,4.416,19.01,32.87
244.6,7.796,31.93,44.62
132.7,3.374,16.32,26.72
92.04,2.558,13.98,19.42
220.5,8.422,46.26,38.69
151,1.901,15.4,34.75
63.01,1.132,6.482,18.27
39.67,0.855,4.222,13.72
78.65,1.665,8.206,29.84
66.71,0.968,6.121,19.24
47.63,1.555,7.195,14.28
39.02,0.928,5.215,10.96
27.66,0.696,3.439,8.782
22.63,0.577,2.652,7.374
19.43,0.495,2.203,6.402
17.26,0.456,1.924,5.729
15.33,0.401,1.65,4.996
13.63,0.361,1.43,4.472
12.43,0.338,1.302,4.091
11.46,0.31,1.182,3.779
10.58,0.286,1.088,3.477
9.888,0.274,1.019,3.234
10.36,0.857,1.081,3.636
28.52,2.086,2.323,7.744
153.6,2.929,9.08,32.26
40.28,0.846,2.652,11.89
25.52,0.586,1.829,8.523
27.9,1.522,3.79,15.41
40.37,0.86,3.577,13.19
21.51,0.55,1.959,9.084
17.2,0.448,1.542,7.619
19.77,1.076,4.656,7.177
58.87,1.46,8.345,9.59
89.78,2.459,15.28,16.05
81.48,2.494,7.513,18.93
85.23,3.543,26.74,11.35
39.13,1.003,8.88,9.086
34.75,1.523,6.94,8.126
31.94,0.775,4.022,6.831
21.36,0.555,2.684,5.947
17.4,0.456,2.054,5.082
15.11,0.405,1.706,4.514
13.42,0.367,1.462,4.069
12.66,0.483,1.4,3.766
11.86,0.444,1.314,3.479
10.84,0.349,1.149,3.224
10.03,0.289,0.973,2.951
9.248,0.264,0.876,2.638
8.845,0.291,0.846,2.655
9.713,0.326,0.969,3.216
10.24,0.362,1.826,4.431
28.21,1.002,5.241,14.29
36.21,0.727,4.18,10.1
19.53,0.598,2.455,8.019
28.57,0.47,1.962,9.02
26.05,0.371,1.947,10.11
25.81,0.307,1.704,7.827
16.88,0.277,1.379,6.343
15.03,0.241,1.334,5.397
12.19,0.213,1.064,4.776
10.72,0.195,0.939,4.281
9.649,0.182,0.837,3.848
8.833,0.171,0.765,3.509
8.265,0.169,0.722,3.249
19.26,0.368,2.34,4.771
49,0.499,4.744,8.264
57.39,1.33,4.864,9.358
78.86,0.812,6.98,8.933
26.42,0.384,2.153,6.029
18.11,0.309,1.53,5.041
18.54,0.271,1.392,5.41
16.62,0.229,1.137,4.757
12.62,0.203,0.933,3.929
10.7,0.191,0.828,3.606
9.329,0.172,0.72,3.231
8.261,0.158,0.634,2.901
7.464,0.146,0.57,2.617
6.901,0.142,0.534,2.356
6.468,0.137,0.499,2.194
6.045,0.134,0.469,2.065
5.807,0.132,0.449,1.935
5.462,0.126,0.421,1.829
5.242,0.13,0.41,1.802
5.13,0.127,0.399,1.722
5.019,0.145,0.399,1.675
4.885,0.125,0.406,1.598
4.693,0.113,0.387,1.523
4.87,0.104,0.43,1.614
5.392,0.112,0.516,1.826
5.092,0.095,0.391,1.676
4.435,0.092,0.351,1.574
4.34,0.109,0.339,1.567
10.3,0.365,1.247,6.708
20.92,0.21,1.315,6.464
10.71,0.141,0.674,3.455
7.058,0.116,0.491,2.599
10.59,0.169,2.16,4.451
17.4,0.149,1.964,4.67
54.79,0.958,6.72,12.39
57.99,0.591,4.474,17.54
43.13,0.598,4.644,13.3
50.13,0.765,4.167,10.86
23.58,0.3,1.649,7.042
17.25,0.308,1.303,6.513
19.52,0.268,2.245,5.482
22.29,0.304,2.98,4.929
16.69,0.22,1.535,4.139
14.6,0.248,1.204,3.819
23.31,2.515,4.55,3.818
29.48,0.934,3.917,3.898
14.97,0.434,1.755,3.32
11.25,0.31,1.288,2.925
9.854,0.257,1.023,2.775
30.24,0.609,2.15,7.724
71.3,1.459,1.807,26.73
37.48,0.723,2.879,11.93
75.21,1.295,6.178,16.89
76.64,2.027,7.86,16.01
37.68,0.656,2.847,11.07
26.3,0.457,2.109,9.272
19.81,0.4,1.593,7.505
15.66,0.339,1.245,6.029
12.84,0.272,1.003,5.029
10.93,0.241,0.857,4.38
9.686,0.222,0.769,3.896
9.01,0.222,0.741,3.538
8.089,0.194,0.683,3.132
7.232,0.171,0.604,2.801
7.38,0.499,0.613,2.647
8.868,0.605,0.948,2.496
7.122,0.284,0.637,2.408
7.989,0.225,0.558,2.606
42.03,1.48,1.74,6.987
30.08,0.416,3.701,6.031
16.3,0.293,1.746,4.1
13.04,0.261,1.326,3.981
10.02,0.223,0.924,3.525
39.45,0.722,1.687,12.98
26.87,0.357,1.316,8.503
20.28,0.359,2.149,8.127
77.05,2.258,10.84,18.05
127.7,1.413,12.95,20.46
71.63,1.215,6.649,17.6
59.29,1.982,5.074,21.57
